Concept
TU discontinu
bâtiment collectif
TU continu
batiment activité
zone industrielle
zone commerciale
zone tertiaire
batiment rural
cimetière
place
sol Nu
terrain de sport
piscine extérieur
batiment Autre
zone aéroportuaire
zone sportif loisir
voie de communication
equipement transport
vigne
surface herbeuse agricole
culture Autre
verger
alignement d'arbre agricole
groupe d'arbres agricoles
haie
sable
surface herbeuse naturelle
surface en eau naturelle
